,id,metadata_type,indicator_code,indicator_name,definition_concept,benefit,additional_information,interpretation,full_content
1022,1214,indikator,1613,Jumlah Provinsi Menurut Tingkat Risiko Bencana,Risiko Bencana merupakan  tingkat risiko bencana tiap-tiap kabupaten/kota di Indonesia sesuai dengan bahaya (hazard) yang dimiliki dan gabungan dari bahaya (multi hazard) tersebut,"memberikan gambaran perbandingan tingkat risiko dari suatu daerah dibandingkan dengan daerah yang lain. Berdasarkan tingkat risiko ini dapat digunakan oleh berbagai pihak untuk melakukan analisis sebagai dasar dari kebijakan kelembagaan, pendanaan, perencanaan, statistik dan operasionalisasi penanggulangan bencana.",,,"Nama indikator : Jumlah Provinsi Menurut Tingkat Risiko Bencana.

Konsep definisi : Risiko Bencana merupakan  tingkat risiko bencana tiap-tiap kabupaten/kota di Indonesia sesuai dengan bahaya (hazard) yang dimiliki dan gabungan dari bahaya (multi hazard) tersebut.

Manfaat : memberikan gambaran perbandingan tingkat risiko dari suatu daerah dibandingkan dengan daerah yang lain. Berdasarkan tingkat risiko ini dapat digunakan oleh berbagai pihak untuk melakukan analisis sebagai dasar dari kebijakan kelembagaan, pendanaan, perencanaan, statistik dan operasionalisasi penanggulangan bencana.

Keterangan tambahan : .

Interpretasi : ."
1023,1215,indikator,1614,Kab/Kota Lokasi Penilaian Ketangguhan Bencana,"Kota Tangguh Bencana adalah Kota yang memiliki kemampuan mandiri untuk beradaptasi dan menghadapi potensi ancaman bencana, serta memulihkan diri dengan segera dari dampak-dampak bencana yang merugikan (Pedoman Kelurahan Tangguh Bencana, 2014).","Memantau pengurangan ancaman bencana dan kerentanan masyarakat di perkotaan, dan meningkatkan kapasitas kesiapsiagaan, yang direncanakan dan dilaksanakan oleh masyarakat sebagai pelaku utama.",,,"Nama indikator : Kab/Kota Lokasi Penilaian Ketangguhan Bencana.

Konsep definisi : Kota Tangguh Bencana adalah Kota yang memiliki kemampuan mandiri untuk beradaptasi dan menghadapi potensi ancaman bencana, serta memulihkan diri dengan segera dari dampak-dampak bencana yang merugikan (Pedoman Kelurahan Tangguh Bencana, 2014).

Manfaat : Memantau pengurangan ancaman bencana dan kerentanan masyarakat di perkotaan, dan meningkatkan kapasitas kesiapsiagaan, yang direncanakan dan dilaksanakan oleh masyarakat sebagai pelaku utama.

Keterangan tambahan : .

Interpretasi : ."
1024,1216,indikator,1615,Persentase Korban Kekerasan Dalam 12 Bulan Terakhir Yang Melaporkan Kepada Polisi,"Korban kekerasan adalah seseorang yang diri atau harta bendanya selama setahun terakhir mengalami atau terkena tindak kejahatan atau usaha/percobaan tindak kejahatan dengan kekerasan yang melaporkan kepada polisi. 
Kejahatan kekerasan yang dimaksud adalah semua tindakan kejahatan dan pelanggaran yang dapat diancam dengan hukuman berdasarkan KUHP yang mengenai diri pribadi seseorang dan harta bendanya, misalnya penipuan, pencurian, pencurian dengan kekerasan (termasuk penodongan, perampokan), penganiayaan, pelecehan seksual (termasuk perkosaan, pencabulan), dan lainnya seperti penculikan, pemerasan, dan sebagainya. 
Penganiayaan adalah perbuatan dengan sengaja merusak kesehatan fisik orang lain baik menimbulkan penyakit (luka/cacat/sakit) atau halangan untuk menjalankan pekerjaan sehari-hari (luka berat) maupun tidak, pemukulan, penamparan, pengeroyokan, termasuk kategori penganiayaan. 
Pencurian dengan kekerasan adalah mengambil sesuatu barang atau ternak, yang sama sekali atau sebagian termasuk kepunyaan orang lain dengan maksud akan memiliki barang itu dengan melawan hak, yang didahului, disertai, atau diikuti dengan kekerasan atau ancaman kekerasan terhadap orang, dengan maksud akan menyiapkan atau memudahkan pencurian itu, atau jika tertangkap tangan (terpergok) supaya dia dan kawannya yang turut melakukan kejahatan itu sempat melarikan diri atau supaya barang yang dicuri tetap ada di tangannya. Perampokan, penodongan, pemalakan, penjambretan, termasuk dalam kategori pencurian dengan kekerasan. 
Pelecehan seksual adalah perbuatan yang menyerang kehormatan kesusilaan (cubitan, colekan, tepukan, sentuhan di bagian tubuh tertentu atau gerakan) maupun perbuatan cabul yang dilakukan secara sepihak dan tidak diharapkan oleh korban. Perbuatan tersebut dapat dilakukan dengan kekerasan fisik, ancaman kekerasan, maupun tidak. Dalam survei ini, perkosaan (perbuatan yang dilakukan dengan kekerasan atau ancaman kekerasan, memaksa korban untuk bersetubuh dengannya) termasuk kategori pelecehan seksual. 
","Tujuan dari indikator ini adalah untuk melihat akses kepada keadilan yang dicari dan dilakukan oleh korban kepada pihak yang berwenang. Jika pihak berwenang tidak melaporkan atau diperingatkan terjadinya korban maka tidak akan dapat mengambil tindakan yang tepat untuk melakukan penyelidikan dan tindakan pengadilan. Selain itu, untuk mengetahui tingkat kepercayaan masyarakat kepada lembaga berwenang maupun polisi dan lembaga penegak hukum lainnya untuk membantu menyelesaikan permasalahan hukumnya. Keterpilahan data berdasar jenis kelamin juga akan menunjukkan kesetaraan gender bagi perempuan untuk dapat dengan bebas dalam melaporkan kejadian kekerasan yang mereka alami, contohnya kasus kekerasan dalam rumah tangga (KDRT).",,,"Nama indikator : Persentase Korban Kekerasan Dalam 12 Bulan Terakhir Yang Melaporkan Kepada Polisi.

Konsep definisi : Korban kekerasan adalah seseorang yang diri atau harta bendanya selama setahun terakhir mengalami atau terkena tindak kejahatan atau usaha/percobaan tindak kejahatan dengan kekerasan yang melaporkan kepada polisi. 
Kejahatan kekerasan yang dimaksud adalah semua tindakan kejahatan dan pelanggaran yang dapat diancam dengan hukuman berdasarkan KUHP yang mengenai diri pribadi seseorang dan harta bendanya, misalnya penipuan, pencurian, pencurian dengan kekerasan (termasuk penodongan, perampokan), penganiayaan, pelecehan seksual (termasuk perkosaan, pencabulan), dan lainnya seperti penculikan, pemerasan, dan sebagainya. 
Penganiayaan adalah perbuatan dengan sengaja merusak kesehatan fisik orang lain baik menimbulkan penyakit (luka/cacat/sakit) atau halangan untuk menjalankan pekerjaan sehari-hari (luka berat) maupun tidak, pemukulan, penamparan, pengeroyokan, termasuk kategori penganiayaan. 
Pencurian dengan kekerasan adalah mengambil sesuatu barang atau ternak, yang sama sekali atau sebagian termasuk kepunyaan orang lain dengan maksud akan memiliki barang itu dengan melawan hak, yang didahului, disertai, atau diikuti dengan kekerasan atau ancaman kekerasan terhadap orang, dengan maksud akan menyiapkan atau memudahkan pencurian itu, atau jika tertangkap tangan (terpergok) supaya dia dan kawannya yang turut melakukan kejahatan itu sempat melarikan diri atau supaya barang yang dicuri tetap ada di tangannya. Perampokan, penodongan, pemalakan, penjambretan, termasuk dalam kategori pencurian dengan kekerasan. 
Pelecehan seksual adalah perbuatan yang menyerang kehormatan kesusilaan (cubitan, colekan, tepukan, sentuhan di bagian tubuh tertentu atau gerakan) maupun perbuatan cabul yang dilakukan secara sepihak dan tidak diharapkan oleh korban. Perbuatan tersebut dapat dilakukan dengan kekerasan fisik, ancaman kekerasan, maupun tidak. Dalam survei ini, perkosaan (perbuatan yang dilakukan dengan kekerasan atau ancaman kekerasan, memaksa korban untuk bersetubuh dengannya) termasuk kategori pelecehan seksual. 
.

Manfaat : Tujuan dari indikator ini adalah untuk melihat akses kepada keadilan yang dicari dan dilakukan oleh korban kepada pihak yang berwenang. Jika pihak berwenang tidak melaporkan atau diperingatkan terjadinya korban maka tidak akan dapat mengambil tindakan yang tepat untuk melakukan penyelidikan dan tindakan pengadilan. Selain itu, untuk mengetahui tingkat kepercayaan masyarakat kepada lembaga berwenang maupun polisi dan lembaga penegak hukum lainnya untuk membantu menyelesaikan permasalahan hukumnya. Keterpilahan data berdasar jenis kelamin juga akan menunjukkan kesetaraan gender bagi perempuan untuk dapat dengan bebas dalam melaporkan kejadian kekerasan yang mereka alami, contohnya kasus kekerasan dalam rumah tangga (KDRT).

Keterangan tambahan : .

Interpretasi : ."
1025,1218,indikator,1621,Jumlah Fasilitas Publik yang Menerapkan Standar Pelayanan Masyarakat (SPM) dan Teregister,"Standar Pelayanan Masyarakat (SPM) adalah standar yang direncanakan, dirumuskan, ditetapkan, diterapkan, dinilai kesesuaianya, dibina dan diawasi, yang bertujuan untuk menyediakan layanan bagi masyarakat di fasilitas publik dalam rangka peningkatan kualitas lingkungan (Permen LHK Nomor P.90/MENLHK/SETJEN/SET.1/11/2016 tentang Standar Pelayanan Masyarakat pada Pos-Pos Fasilitas Publik dalam Rangka Peningkatan Kualitas Lingkungan).
Fasilitas publik adalah fasilitas yang disediakan oleh pemerintah atau swasta untuk masyarakat dalam memenuhi kebutuhan hidupnya (Permen LHK Nomor P.90/MENLHK/SETJEN/SET.1/11/2016).
Registrasi adalah rangkaian proses pendaftaran dan penilaian pemenuhan persyaratan (Permen LHK Nomor P.90/MENLHK/SETJEN/SET.1/11/2016).
Jumlah fasilitas publik yang menerapkan SPM dan teregister adalah jumlah fasilitas publik yang menyediakan layanan bagi masyarakat meliputi sarana, informasi, edukasi dan apresiasi dengan fokus konten efisiensi pengelolaan sumber daya (energi, air dan material) dan pelaksanaan pengelolaan sampah.
",Memantau dan mendorong peningkatan jumlah fasilitas publik yang menerapkan SPM dan teregister sehingga memberikan manfaat peningkatan kualitas lingkungan hidup di tingkat tapak bagi seluruh masyarakat melalui penyediaan sarana dan perubahan perilaku baik bagi pengelola fasilitas publik maupun pengguna fasilitas publik.,,,"Nama indikator : Jumlah Fasilitas Publik yang Menerapkan Standar Pelayanan Masyarakat (SPM) dan Teregister.

Konsep definisi : Standar Pelayanan Masyarakat (SPM) adalah standar yang direncanakan, dirumuskan, ditetapkan, diterapkan, dinilai kesesuaianya, dibina dan diawasi, yang bertujuan untuk menyediakan layanan bagi masyarakat di fasilitas publik dalam rangka peningkatan kualitas lingkungan (Permen LHK Nomor P.90/MENLHK/SETJEN/SET.1/11/2016 tentang Standar Pelayanan Masyarakat pada Pos-Pos Fasilitas Publik dalam Rangka Peningkatan Kualitas Lingkungan).
Fasilitas publik adalah fasilitas yang disediakan oleh pemerintah atau swasta untuk masyarakat dalam memenuhi kebutuhan hidupnya (Permen LHK Nomor P.90/MENLHK/SETJEN/SET.1/11/2016).
Registrasi adalah rangkaian proses pendaftaran dan penilaian pemenuhan persyaratan (Permen LHK Nomor P.90/MENLHK/SETJEN/SET.1/11/2016).
Jumlah fasilitas publik yang menerapkan SPM dan teregister adalah jumlah fasilitas publik yang menyediakan layanan bagi masyarakat meliputi sarana, informasi, edukasi dan apresiasi dengan fokus konten efisiensi pengelolaan sumber daya (energi, air dan material) dan pelaksanaan pengelolaan sampah.
.

Manfaat : Memantau dan mendorong peningkatan jumlah fasilitas publik yang menerapkan SPM dan teregister sehingga memberikan manfaat peningkatan kualitas lingkungan hidup di tingkat tapak bagi seluruh masyarakat melalui penyediaan sarana dan perubahan perilaku baik bagi pengelola fasilitas publik maupun pengguna fasilitas publik.

Keterangan tambahan : .

Interpretasi : ."
1026,1219,indikator,1622,Jumlah Limbah Bahan Berbahaya dan Beracun (B3) Yang Dikelola per Sektor,"Bahan Berbahaya dan Beracun (B3) adalah zat, energi dan/atau komponen lain karena sifat, konsentrasi, dan/atau jumlahnya, baik secara langsung maupun tidak langsung, dapat mencemarkan dan/atau merusak lingkungan hidup, dan/atau membahayakan lingkungan hidup, kesehatan, serta kelangsungan hidup manusia dan mahluk lain (Peraturan Pemerintah Nomor 101 Tahun 2014 tentang Pengelolaan Limbah Bahan Berbahaya dan Beracun).
Limbah B3 adalah sisa suatu usaha dan/atau kegiatan yang mengandung B3 (Peraturan Pemerintah Nomor 101 Tahun 2014). 
Jumlah limbah bahan berbahaya dan beracun (B3) yang terkelola sesuai peraturan perundangan adalah jumlah seluruh timbulan limbah B3 dari berbagai kegiatan industri yang dikelola selama tahun berjalan.
Jumlah limbah B3 yang diolah sesuai peraturan perundangan adalah jumlah timbulan limbah B3 yang dikurangi dan/atau dihilangkan sifat bahaya dan/atau sifat racunnya menurut jenis pengolahan tertentu sesuai dengan peraturan perundangan.
",Memantau pengelolaan limbah B3 serta upaya pengurangan sifat bahaya dan/atau sifat racun dari limbah B3 dari hasil kegiatan industri.,,,"Nama indikator : Jumlah Limbah Bahan Berbahaya dan Beracun (B3) Yang Dikelola per Sektor.

Konsep definisi : Bahan Berbahaya dan Beracun (B3) adalah zat, energi dan/atau komponen lain karena sifat, konsentrasi, dan/atau jumlahnya, baik secara langsung maupun tidak langsung, dapat mencemarkan dan/atau merusak lingkungan hidup, dan/atau membahayakan lingkungan hidup, kesehatan, serta kelangsungan hidup manusia dan mahluk lain (Peraturan Pemerintah Nomor 101 Tahun 2014 tentang Pengelolaan Limbah Bahan Berbahaya dan Beracun).
Limbah B3 adalah sisa suatu usaha dan/atau kegiatan yang mengandung B3 (Peraturan Pemerintah Nomor 101 Tahun 2014). 
Jumlah limbah bahan berbahaya dan beracun (B3) yang terkelola sesuai peraturan perundangan adalah jumlah seluruh timbulan limbah B3 dari berbagai kegiatan industri yang dikelola selama tahun berjalan.
Jumlah limbah B3 yang diolah sesuai peraturan perundangan adalah jumlah timbulan limbah B3 yang dikurangi dan/atau dihilangkan sifat bahaya dan/atau sifat racunnya menurut jenis pengolahan tertentu sesuai dengan peraturan perundangan.
.

Manfaat : Memantau pengelolaan limbah B3 serta upaya pengurangan sifat bahaya dan/atau sifat racun dari limbah B3 dari hasil kegiatan industri.

Keterangan tambahan : .

Interpretasi : ."
1027,1220,indikator,1623,Jumlah Perusahaan yang Menerapkan Sertifikasi SNI ISO 14001,"SNI ISO 14001 adalah standar yang disepakati secara internasional dalam menerapkan persyaratan untuk sistem manajemen lingkungan (SML).
ISO 14001 merupakan sistem manajemen lingkungan yang mengendalikan seluruh aspek dampak lingkungan dengan mengacu pada batas baku mutu yang telah ditetapkan. Pencapaian ISO 14001 dilaksanakan dengan memonitor dan mengukur terus menerus perubahan lingkungan dan dampaknya dalam area kerja perusahaan dengan melibatkan seluruh pelaku internal maupun eksternal perusahaan.
Jumlah perusahaan yang menerapkan sertifikasi SNI ISO 14001 adalah jumlah perusahaan yang mengembangkan dan menerapkan kebijakan dan mengelola aspek lingkungan berdasarkan Sistem Manajemen Lingkungan (SML) yang mengacu pada standar nasional dan internasional.
",Memantau dan mendorong perusahaan guna mengembangkan dan menerapkan kebijakan dan pengelolaan aspek lingkungan berdasarkan SNI ISO 14001 yang dapat mendukung pengelolaan perusahaan secara ramah lingkungan.,,,"Nama indikator : Jumlah Perusahaan yang Menerapkan Sertifikasi SNI ISO 14001.

Konsep definisi : SNI ISO 14001 adalah standar yang disepakati secara internasional dalam menerapkan persyaratan untuk sistem manajemen lingkungan (SML).
ISO 14001 merupakan sistem manajemen lingkungan yang mengendalikan seluruh aspek dampak lingkungan dengan mengacu pada batas baku mutu yang telah ditetapkan. Pencapaian ISO 14001 dilaksanakan dengan memonitor dan mengukur terus menerus perubahan lingkungan dan dampaknya dalam area kerja perusahaan dengan melibatkan seluruh pelaku internal maupun eksternal perusahaan.
Jumlah perusahaan yang menerapkan sertifikasi SNI ISO 14001 adalah jumlah perusahaan yang mengembangkan dan menerapkan kebijakan dan mengelola aspek lingkungan berdasarkan Sistem Manajemen Lingkungan (SML) yang mengacu pada standar nasional dan internasional.
.

Manfaat : Memantau dan mendorong perusahaan guna mengembangkan dan menerapkan kebijakan dan pengelolaan aspek lingkungan berdasarkan SNI ISO 14001 yang dapat mendukung pengelolaan perusahaan secara ramah lingkungan.

Keterangan tambahan : .

Interpretasi : ."
1028,1221,indikator,1624,Jumlah Produk Ramah Lingkungan yang Teregister,"Jumlah produk ramah lingkungan yang teregister adalah jumlah produk barang/jasa publik yang melalui pengadaan barang/jasa publik ramah lingkungan yang teregister (Green Public Procurement, GPP) untuk memperoleh produk barang/jasa ramah lingkungan yang bermanfaat kepada lembaga/institusi/perusahaan dan masyarakat serta manfaat ekonomi, dengan dampak lingkungan yang minimal.","Memantau dan mendorong lembaga/institusi/perusahaan dan masyarakat untuk melaksanakan pengadaan barang/jasa publik ramah lingkungan yang teregister (Green Public Procurement, GPP) yang dapat menghasilkan produk produk barang/jasa ramah lingkungan yang bermanfaat secara ekonomi, dengan dampak lingkungan yang minimal.",,,"Nama indikator : Jumlah Produk Ramah Lingkungan yang Teregister.

Konsep definisi : Jumlah produk ramah lingkungan yang teregister adalah jumlah produk barang/jasa publik yang melalui pengadaan barang/jasa publik ramah lingkungan yang teregister (Green Public Procurement, GPP) untuk memperoleh produk barang/jasa ramah lingkungan yang bermanfaat kepada lembaga/institusi/perusahaan dan masyarakat serta manfaat ekonomi, dengan dampak lingkungan yang minimal.

Manfaat : Memantau dan mendorong lembaga/institusi/perusahaan dan masyarakat untuk melaksanakan pengadaan barang/jasa publik ramah lingkungan yang teregister (Green Public Procurement, GPP) yang dapat menghasilkan produk produk barang/jasa ramah lingkungan yang bermanfaat secara ekonomi, dengan dampak lingkungan yang minimal.

Keterangan tambahan : .

Interpretasi : ."
1029,1223,indikator,1626,Jumlah Kawasan Konservasi Perairan,"Kawasan konservasi perairan adalah kawasan perairan yang dilindungi, dikelola dengan sistem zonasi, untuk mewujudkan pengelolaan sumberdaya ikan dan lingkungannya secara berkelanjutan (Permen-KP Nomor 14/Permen-KP/2016 tentang Kriteria dan Kategori Kawasan Konservasi Perairan untuk Pariwisata Alam Perairan).

Jumlah kawasan konservasi perairan adalah luas keseluruhan kawasan konservasi perairan teritorial pada periode waktu tertentu, dinyatakan dalam hektar (Ha).
","Memantau kelestarian sumber daya kelautan dan perikanan dalam rangka menjaga keseimbangan lingkungan hidup, keanekaragaman hayati, dan ekosistem perairan serta tersedianya pengelolaan kawasan konservasi secara optimal dan berkelanjutan.",,,"Nama indikator : Jumlah Kawasan Konservasi Perairan.

Konsep definisi : Kawasan konservasi perairan adalah kawasan perairan yang dilindungi, dikelola dengan sistem zonasi, untuk mewujudkan pengelolaan sumberdaya ikan dan lingkungannya secara berkelanjutan (Permen-KP Nomor 14/Permen-KP/2016 tentang Kriteria dan Kategori Kawasan Konservasi Perairan untuk Pariwisata Alam Perairan).

Jumlah kawasan konservasi perairan adalah luas keseluruhan kawasan konservasi perairan teritorial pada periode waktu tertentu, dinyatakan dalam hektar (Ha).
.

Manfaat : Memantau kelestarian sumber daya kelautan dan perikanan dalam rangka menjaga keseimbangan lingkungan hidup, keanekaragaman hayati, dan ekosistem perairan serta tersedianya pengelolaan kawasan konservasi secara optimal dan berkelanjutan.

Keterangan tambahan : .

Interpretasi : ."
1030,1224,indikator,1628,Proporsi Tangkapan Jenis Ikan yang Berada Dalam Batasan Biologis yang Aman,"Proporsi tangkapan ikan yang berada dalam batasan biologis aman adalah perbandingan antara jumlah total hasil tangkapan dalam satu tahun terhadap jumlah tangkapan yang diperbolehkan dalam tahun yang sama, dinyatakan dalam persentase.
Total hasil tangkapan ikan dari laut adalah penjumlahan dari produksi ikan dari seluruh provinsi.
Jumlah tangkapan yang diperbolehkan adalah 80% dari jumlah tangkapan lestari (maximum sustainable yield – MSY). 
Batasan biologis aman adalah proporsi tangkapan ikan < 100%.
",Memantau kelestarian sumberdaya ikan dan kelangsungan usaha penangkapan ikan.,,,"Nama indikator : Proporsi Tangkapan Jenis Ikan yang Berada Dalam Batasan Biologis yang Aman.

Konsep definisi : Proporsi tangkapan ikan yang berada dalam batasan biologis aman adalah perbandingan antara jumlah total hasil tangkapan dalam satu tahun terhadap jumlah tangkapan yang diperbolehkan dalam tahun yang sama, dinyatakan dalam persentase.
Total hasil tangkapan ikan dari laut adalah penjumlahan dari produksi ikan dari seluruh provinsi.
Jumlah tangkapan yang diperbolehkan adalah 80% dari jumlah tangkapan lestari (maximum sustainable yield – MSY). 
Batasan biologis aman adalah proporsi tangkapan ikan < 100%.
.

Manfaat : Memantau kelestarian sumberdaya ikan dan kelangsungan usaha penangkapan ikan.

Keterangan tambahan : .

Interpretasi : ."
1031,1225,indikator,1629,Jumlah Kawasan Konservasi Yang Memperoleh Nilai Indeks Mett Minimal 70%,"Hutan konservasi adalah hutan dengan ciri khas tertentu, yang mempunyai fungsi pokok pengawetan keanekaragaman tumbuhan dan satwa serta ekosistemnya (UU Nomor 41 Tahun1999 tentang Kehutanan).
Kawasan hutan konservasi dibedakan menjadi Kawasan Suaka Alam (KSA), Kawasan Pelestarian Alam (KPA) dan Taman Buru (TB). KSA terdiri atas Cagar Alam (CA) dan Suaka Margasatwa (SM). KPA terdiri atas Taman Nasional (TN), Taman Hutan Raya (THR), dan Taman Wisata Alam (TWA).
Nilai Indeks METT (Management Effectiveness Tracking Tool) merupakan nilai indeks efektivitas pengelolaan kawasan konservasi berdasarkan penilaian elemen-elemen utama yang mencakup pemahaman konteks, perencanaan, alokasi sumberdaya (input), kegiatan pengelolaan (proses), produk dan jasa (output) dan dampaknya (outcome).
","Memantau peningkatan efektifitas pengelolaan kawasan konservasi berdasarkan capaian pemahaman konteks, perencanaan, alokasi sumberdaya (input), kegiatan pengelolaan (proses), produk dan jasa (output) dan dampaknya (outcome).",,,"Nama indikator : Jumlah Kawasan Konservasi Yang Memperoleh Nilai Indeks Mett Minimal 70%.

Konsep definisi : Hutan konservasi adalah hutan dengan ciri khas tertentu, yang mempunyai fungsi pokok pengawetan keanekaragaman tumbuhan dan satwa serta ekosistemnya (UU Nomor 41 Tahun1999 tentang Kehutanan).
Kawasan hutan konservasi dibedakan menjadi Kawasan Suaka Alam (KSA), Kawasan Pelestarian Alam (KPA) dan Taman Buru (TB). KSA terdiri atas Cagar Alam (CA) dan Suaka Margasatwa (SM). KPA terdiri atas Taman Nasional (TN), Taman Hutan Raya (THR), dan Taman Wisata Alam (TWA).
Nilai Indeks METT (Management Effectiveness Tracking Tool) merupakan nilai indeks efektivitas pengelolaan kawasan konservasi berdasarkan penilaian elemen-elemen utama yang mencakup pemahaman konteks, perencanaan, alokasi sumberdaya (input), kegiatan pengelolaan (proses), produk dan jasa (output) dan dampaknya (outcome).
.

Manfaat : Memantau peningkatan efektifitas pengelolaan kawasan konservasi berdasarkan capaian pemahaman konteks, perencanaan, alokasi sumberdaya (input), kegiatan pengelolaan (proses), produk dan jasa (output) dan dampaknya (outcome).

Keterangan tambahan : .

Interpretasi : ."
1032,1226,indikator,1633,Persentase Penyelesaian Tindak Pidana Lingkungan Hidup Sampai Dengan P21 Dari Jumlah Kasus Yang Terjadi Menurut Status Penyelesaian,"Sengketa lingkungan hidup (LH) adalah perselisihan antara dua pihak atau lebih yang timbul dari kegiatan yang berpotensi dan/atau telah berdampak pada lingkungan hidup (UU Nomor 32 Tahun 2009 tentang Perlindungan dan Pengelolaan Lingkungan Hidup).
Tindak pidana lingkungan adalah suatu tindakan yang dilakukan oleh orang dan/atau badan usaha dana/atau korporasi yang berpotensi dan/atau telah berdampak pada lingkungan hidup. 
Persentase penyelesaian tindak pidana lingkungan hidup sampai dengan P21 dari jumlah kasus yang terjadi adalah perbandingan jumlah penyelesaian kasus tindak pidana lingkungan hidup sampai pada pemberitahuan bahwa hasil penyelidikan kasus telah selesai terhadap jumlah kasus tindak pidana lingkungan hidup yang terjadi. 
",Memantau dan mendorong peningkatan penyelesaian tindak pidana lingkungan hidup sampai dengan P21 dari jumlah kasus yang terjadi menurut status penyelesaian.,,,"Nama indikator : Persentase Penyelesaian Tindak Pidana Lingkungan Hidup Sampai Dengan P21 Dari Jumlah Kasus Yang Terjadi Menurut Status Penyelesaian.

Konsep definisi : Sengketa lingkungan hidup (LH) adalah perselisihan antara dua pihak atau lebih yang timbul dari kegiatan yang berpotensi dan/atau telah berdampak pada lingkungan hidup (UU Nomor 32 Tahun 2009 tentang Perlindungan dan Pengelolaan Lingkungan Hidup).
Tindak pidana lingkungan adalah suatu tindakan yang dilakukan oleh orang dan/atau badan usaha dana/atau korporasi yang berpotensi dan/atau telah berdampak pada lingkungan hidup. 
Persentase penyelesaian tindak pidana lingkungan hidup sampai dengan P21 dari jumlah kasus yang terjadi adalah perbandingan jumlah penyelesaian kasus tindak pidana lingkungan hidup sampai pada pemberitahuan bahwa hasil penyelidikan kasus telah selesai terhadap jumlah kasus tindak pidana lingkungan hidup yang terjadi. 
.

Manfaat : Memantau dan mendorong peningkatan penyelesaian tindak pidana lingkungan hidup sampai dengan P21 dari jumlah kasus yang terjadi menurut status penyelesaian.

Keterangan tambahan : .

Interpretasi : ."
1033,1228,indikator,1638,Jumlah Kasus Kejahatan Pembunuhan Pada Satu Tahun Terakhir,"Kasus kejahatan pembunuhan adalah kasus-kasus yang terjadi akibat kejahatan tindakan pembunuhan, yang merujuk pada Kitab Undang-Undang Hukum Pidana (KUHP), Buku Kedua – Kejahatan, Bab XIX tentang Kejahatan terhadap nyawa yang mengakibatkan kematian. ","Untuk memperoleh gambaran secara makro mengenai situasi dan kondisi keamanan masyarakat terkini serta perkembangannya selama beberapa tahun terakhir. 
Di tingkat nasional dan internasional, indikator ini dipergunakan untuk mengukur kejahatan kekerasan yang paling ekstrem dan mengindikasikan lemah dan kurangnya tingkat keamanan di masyarakat. Keamanan dari kekerasan adalah salah satu prasyarat bagi individu untuk merasakan hidup yang aman dan aktif, sehingga dapat membangun sosial dan ekonomi yang bebas dari ancaman. Data ini menunjukkan risiko yang dihadapi masyarakat terhadap kematian akibat pembunuhan.
",,,"Nama indikator : Jumlah Kasus Kejahatan Pembunuhan Pada Satu Tahun Terakhir.

Konsep definisi : Kasus kejahatan pembunuhan adalah kasus-kasus yang terjadi akibat kejahatan tindakan pembunuhan, yang merujuk pada Kitab Undang-Undang Hukum Pidana (KUHP), Buku Kedua – Kejahatan, Bab XIX tentang Kejahatan terhadap nyawa yang mengakibatkan kematian. .

Manfaat : Untuk memperoleh gambaran secara makro mengenai situasi dan kondisi keamanan masyarakat terkini serta perkembangannya selama beberapa tahun terakhir. 
Di tingkat nasional dan internasional, indikator ini dipergunakan untuk mengukur kejahatan kekerasan yang paling ekstrem dan mengindikasikan lemah dan kurangnya tingkat keamanan di masyarakat. Keamanan dari kekerasan adalah salah satu prasyarat bagi individu untuk merasakan hidup yang aman dan aktif, sehingga dapat membangun sosial dan ekonomi yang bebas dari ancaman. Data ini menunjukkan risiko yang dihadapi masyarakat terhadap kematian akibat pembunuhan.
.

Keterangan tambahan : .

Interpretasi : ."
